crop_name,disease_name,symptoms,recommended_fertilizers,recommended_insecticides,image_url
Sapota,Root Rot,Necrotic areas,"Sulfur, Potassium","Lambda-cyhalothrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sapota,Wilt,Fungal patches,"Calcium, Magnesium","Chlorantraniliprole, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sapota,Anthracnose,Necrotic areas,"Calcium, Potassium","Thiamethoxam, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Sapota,Smut,Wilting,"Sulfur, Nitrogen","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Sapota,Scab,Fungal patches,"Phosphorous, Calcium","Lambda-cyhalothrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Sapota,Mosaic Virus,Wilting,"Potassium, Magnesium","Cypermethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lychee,Leaf Blight,White powdery coating,"Calcium, Magnesium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lychee,Rust,Leaf curling,"Potassium, Nitrogen","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lychee,Powdery Mildew,Water-soaked lesions,"Nitrogen, Potassium","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lychee,Downy Mildew,Water-soaked lesions,"Potassium, Magnesium","Malathion, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lychee,Root Rot,Water-soaked lesions,"Phosphorous, Nitrogen","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lychee,Wilt,Water-soaked lesions,"Nitrogen, Phosphorous","Lambda-cyhalothrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lychee,Anthracnose,White powdery coating,"Magnesium, Calcium","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Lychee,Smut,Dark spots,"Phosphorous, Sulfur","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Lychee,Scab,Dark spots,"Phosphorous, Nitrogen","Chlorantraniliprole, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Lychee,Mosaic Virus,Chlorosis,"Phosphorous, Magnesium","Thiamethoxam, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tamarind,Leaf Blight,Fungal patches,"Nitrogen, Magnesium","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tamarind,Rust,Water-soaked lesions,"Magnesium, Nitrogen","Spinosad, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tamarind,Powdery Mildew,Fungal patches,"Magnesium, Sulfur","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tamarind,Downy Mildew,Water-soaked lesions,"Phosphorous, Potassium","Imidacloprid, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tamarind,Root Rot,Yellowing leaves,"Nitrogen, Calcium","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tamarind,Wilt,White powdery coating,"Potassium, Calcium","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Tamarind,Anthracnose,Dark spots,"Phosphorous, Nitrogen","Spinosad, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Tamarind,Smut,Leaf curling,"Sulfur, Phosphorous","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tamarind,Scab,Wilting,"Magnesium, Potassium","Carbaryl, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Tamarind,Mosaic Virus,Stunted growth,"Potassium, Nitrogen","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Gooseberry,Leaf Blight,Chlorosis,"Sulfur, Phosphorous","Malathion, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Gooseberry,Rust,Dark spots,"Phosphorous, Calcium","Carbaryl, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Gooseberry,Powdery Mildew,Yellowing leaves,"Sulfur, Nitrogen","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Gooseberry,Downy Mildew,Leaf curling,"Magnesium, Phosphorous","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Gooseberry,Root Rot,Chlorosis,"Magnesium, Sulfur","Spinosad, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Gooseberry,Wilt,Chlorosis,"Magnesium, Phosphorous","Acetamiprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Gooseberry,Anthracnose,White powdery coating,"Magnesium, Potassium","Lambda-cyhalothrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Gooseberry,Smut,Chlorosis,"Potassium, Nitrogen","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Gooseberry,Scab,Dark spots,"Phosphorous, Potassium","Permethrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Gooseberry,Mosaic Virus,Leaf curling,"Potassium, Magnesium","Lambda-cyhalothrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Leaf Blight,White powdery coating,"Calcium, Nitrogen","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mulberry,Rust,Necrotic areas,"Nitrogen, Potassium","Chlorantraniliprole, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Powdery Mildew,Leaf curling,"Sulfur, Calcium","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Downy Mildew,Yellowing leaves,"Nitrogen, Phosphorous","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mulberry,Root Rot,Wilting,"Phosphorous, Potassium","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Wilt,Dark spots,"Nitrogen, Magnesium","Malathion, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Anthracnose,Water-soaked lesions,"Nitrogen, Calcium","Malathion, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Smut,Chlorosis,"Nitrogen, Phosphorous","Acetamiprid, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Mulberry,Scab,Leaf curling,"Calcium, Nitrogen","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Mulberry,Mosaic Virus,White powdery coating,"Nitrogen, Sulfur","Lambda-cyhalothrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Turmeric,Leaf Blight,Necrotic areas,"Potassium, Calcium","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Turmeric,Rust,Leaf curling,"Phosphorous, Calcium","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Turmeric,Powdery Mildew,White powdery coating,"Sulfur, Nitrogen","Cypermethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Turmeric,Downy Mildew,Water-soaked lesions,"Nitrogen, Magnesium","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Turmeric,Root Rot,Fungal patches,"Sulfur, Nitrogen","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Turmeric,Wilt,Water-soaked lesions,"Potassium, Nitrogen","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Turmeric,Anthracnose,White powdery coating,"Potassium, Nitrogen","Chlorantraniliprole, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Turmeric,Smut,Wilting,"Magnesium, Nitrogen","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Turmeric,Scab,Necrotic areas,"Phosphorous, Sulfur","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Turmeric,Mosaic Virus,Yellowing leaves,"Potassium, Phosphorous","Spinosad, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Ginger,Leaf Blight,Stunted growth,"Magnesium, Sulfur","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Ginger,Rust,Stunted growth,"Potassium, Phosphorous","Carbaryl, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Ginger,Powdery Mildew,Stunted growth,"Potassium, Nitrogen","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Ginger,Downy Mildew,White powdery coating,"Magnesium, Calcium","Cypermethrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Ginger,Root Rot,White powdery coating,"Nitrogen, Phosphorous","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Ginger,Wilt,Yellowing leaves,"Sulfur, Calcium","Permethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Ginger,Anthracnose,Necrotic areas,"Phosphorous, Calcium","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Ginger,Smut,Leaf curling,"Nitrogen, Potassium","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Ginger,Scab,White powdery coating,"Phosphorous, Calcium","Permethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Ginger,Mosaic Virus,Chlorosis,"Potassium, Nitrogen","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Leaf Blight,Yellowing leaves,"Magnesium, Potassium","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Rust,Yellowing leaves,"Potassium, Phosphorous","Imidacloprid, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Powdery Mildew,Yellowing leaves,"Sulfur, Phosphorous","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Downy Mildew,Chlorosis,"Sulfur, Phosphorous","Chlorantraniliprole, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cardamom,Root Rot,Wilting,"Calcium, Potassium","Cypermethrin, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Wilt,Water-soaked lesions,"Phosphorous, Potassium","Chlorantraniliprole, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cardamom,Anthracnose,Chlorosis,"Magnesium, Calcium","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Smut,White powdery coating,"Potassium, Calcium","Chlorantraniliprole, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cardamom,Scab,Leaf curling,"Magnesium, Phosphorous","Cypermethrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cardamom,Mosaic Virus,Stunted growth,"Magnesium, Potassium","Thiamethoxam, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Leaf Blight,Wilting,"Nitrogen, Calcium","Lambda-cyhalothrin, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Rust,Water-soaked lesions,"Sulfur, Phosphorous","Spinosad, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Powdery Mildew,Necrotic areas,"Phosphorous, Nitrogen","Chlorantraniliprole, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Downy Mildew,Stunted growth,"Magnesium, Sulfur","Acetamiprid, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Clove,Root Rot,Stunted growth,"Calcium, Nitrogen","Acetamiprid, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Wilt,Dark spots,"Potassium, Calcium","Thiamethoxam, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Clove,Anthracnose,Dark spots,"Potassium, Sulfur","Thiamethoxam, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Smut,Necrotic areas,"Phosphorous, Nitrogen","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Clove,Scab,Wilting,"Phosphorous, Nitrogen","Spinosad, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Clove,Mosaic Virus,Dark spots,"Calcium, Nitrogen","Permethrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coriander,Leaf Blight,White powdery coating,"Phosphorous, Sulfur","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coriander,Rust,Necrotic areas,"Sulfur, Magnesium","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coriander,Powdery Mildew,Leaf curling,"Phosphorous, Calcium","Imidacloprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coriander,Downy Mildew,Wilting,"Sulfur, Phosphorous","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Coriander,Root Rot,Wilting,"Phosphorous, Magnesium","Permethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Coriander,Wilt,Stunted growth,"Nitrogen, Phosphorous","Lambda-cyhalothrin, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coriander,Anthracnose,Stunted growth,"Nitrogen, Magnesium","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coriander,Smut,Stunted growth,"Potassium, Phosphorous","Malathion, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coriander,Scab,Stunted growth,"Calcium, Nitrogen","Carbaryl, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Coriander,Mosaic Virus,Leaf curling,"Potassium, Calcium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cumin,Leaf Blight,Water-soaked lesions,"Potassium, Phosphorous","Permethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cumin,Rust,Leaf curling,"Calcium, Potassium","Spinosad, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cumin,Powdery Mildew,Dark spots,"Sulfur, Calcium","Permethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cumin,Downy Mildew,Necrotic areas,"Sulfur, Magnesium","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cumin,Root Rot,Stunted growth,"Potassium, Calcium","Lambda-cyhalothrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cumin,Wilt,Stunted growth,"Calcium, Potassium","Thiamethoxam, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cumin,Anthracnose,Wilting,"Phosphorous, Sulfur","Cypermethrin, Carbaryl",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Cumin,Smut,Wilting,"Nitrogen, Phosphorous","Chlorantraniliprole, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Cumin,Scab,Chlorosis,"Potassium, Calcium","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Cumin,Mosaic Virus,Chlorosis,"Phosphorous, Calcium","Permethrin, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fennel,Leaf Blight,Yellowing leaves,"Calcium, Sulfur","Malathion, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fennel,Rust,Leaf curling,"Calcium, Magnesium","Chlorantraniliprole, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fennel,Powdery Mildew,Yellowing leaves,"Phosphorous, Potassium","Chlorantraniliprole, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fennel,Downy Mildew,Dark spots,"Nitrogen, Magnesium","Acetamiprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Fennel,Root Rot,Necrotic areas,"Sulfur, Phosphorous","Spinosad, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fennel,Wilt,Chlorosis,"Calcium, Magnesium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fennel,Anthracnose,Fungal patches,"Nitrogen, Sulfur","Imidacloprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fennel,Smut,Fungal patches,"Potassium, Magnesium","Acetamiprid, Cypermethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fennel,Scab,Dark spots,"Magnesium, Potassium","Malathion, Spinosad",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fennel,Mosaic Virus,Wilting,"Magnesium, Calcium","Thiamethoxam, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Fenugreek,Leaf Blight,Leaf curling,"Nitrogen, Magnesium","Carbaryl, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Fenugreek,Rust,Fungal patches,"Phosphorous, Potassium","Imidacloprid, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fenugreek,Powdery Mildew,Fungal patches,"Sulfur, Nitrogen","Lambda-cyhalothrin, Acetamiprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fenugreek,Downy Mildew,Wilting,"Sulfur, Phosphorous","Cypermethrin, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fenugreek,Root Rot,Wilting,"Sulfur, Phosphorous","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/images_2__11zon_4bfc4789-cd39-4f46-aae6-a44951b72e41.webp?v=1742382555
Fenugreek,Wilt,Stunted growth,"Potassium, Magnesium","Cypermethrin, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fenugreek,Anthracnose,White powdery coating,"Magnesium, Calcium","Carbaryl, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Fenugreek,Smut,Fungal patches,"Magnesium, Calcium","Permethrin, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Fenugreek,Scab,Wilting,"Phosphorous, Calcium","Thiamethoxam, Imidacloprid",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_23__11zon.webp?v=1742382742
Fenugreek,Mosaic Virus,Fungal patches,"Calcium, Potassium","Imidacloprid, Lambda-cyhalothrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mint,Leaf Blight,White powdery coating,"Calcium, Nitrogen","Malathion, Thiamethoxam",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mint,Rust,Necrotic areas,"Magnesium, Nitrogen","Spinosad, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mint,Powdery Mildew,Leaf curling,"Phosphorous, Calcium","Acetamiprid, Chlorantraniliprole",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mint,Downy Mildew,Leaf curling,"Phosphorous, Sulfur","Lambda-cyhalothrin, Permethrin",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
Mint,Root Rot,Wilting,"Magnesium, Calcium","Chlorantraniliprole, Malathion",https://cdn.shopify.com/s/files/1/0762/3639/0696/files/download_22__11zon.webp?v=1742382555
